열차종류,승하차,연월,구분,요일,시간대,인원
무궁화,승차,2026-02,평일,화,22-23,0
무궁화,승차,2026-02,평일,수,22-23,0
무궁화,승차,2026-02,평일,목,22-23,0
무궁화,승차,2026-02,평일,금,22-23,0
무궁화,승차,2026-02,주말,토,22-23,0
무궁화,승차,2026-02,주말,일,22-23,0
무궁화,승차,2026-02,명절대수송,월,22-23,0
무궁화,승차,2026-02,명절대수송,화,22-23,0
무궁화,승차,2026-02,명절대수송,수,22-23,0
무궁화,승차,2026-02,명절대수송,금,22-23,0
무궁화,승차,2026-02,명절대수송,토,22-23,0
무궁화,승차,2026-02,명절대수송,일,22-23,0
무궁화,승차,2026-03,평일,월,22-23,0
무궁화,승차,2026-03,평일,화,22-23,0
무궁화,승차,2026-03,평일,수,22-23,0
무궁화,승차,2026-03,평일,목,22-23,0
무궁화,승차,2026-03,평일,금,22-23,0
무궁화,승차,2026-03,주말,토,22-23,0
무궁화,승차,2026-03,주말,일,22-23,0
무궁화,승차,2026-03,공휴일,월,22-23,0
무궁화,승차,2026-03,공휴일,일,22-23,0
무궁화,승차,2026-04,평일,월,22-23,0
무궁화,승차,2026-04,평일,화,22-23,0
무궁화,승차,2026-04,평일,수,22-23,0
무궁화,승차,2026-04,평일,목,22-23,0
무궁화,승차,2026-04,평일,금,22-23,0
무궁화,승차,2026-04,주말,토,22-23,0
무궁화,승차,2026-04,주말,일,22-23,0
무궁화,승차,2026-05,평일,월,22-23,0
무궁화,승차,2026-05,평일,화,22-23,0
무궁화,승차,2026-05,평일,수,22-23,0
무궁화,승차,2026-05,평일,목,22-23,0
무궁화,승차,2026-05,평일,금,22-23,0
무궁화,승차,2026-05,주말,토,22-23,0
무궁화,승차,2026-05,주말,일,22-23,0
무궁화,승차,2026-05,공휴일,월,22-23,0
무궁화,승차,2026-05,공휴일,화,22-23,0
무궁화,승차,2026-05,공휴일,금,22-23,0
무궁화,승차,2026-06,평일,월,22-23,0
무궁화,승차,2026-06,평일,화,22-23,0
무궁화,승차,2026-06,평일,수,22-23,0
무궁화,승차,2026-06,평일,목,22-23,0
무궁화,승차,2026-06,평일,금,22-23,0
무궁화,승차,2026-06,주말,토,22-23,0
무궁화,승차,2026-06,주말,일,22-23,0
무궁화,승차,2026-06,공휴일,수,22-23,0
무궁화,승차,2026-06,공휴일,토,22-23,0
무궁화,승차,2026-07,평일,월,22-23,0
무궁화,승차,2026-07,평일,화,22-23,0
무궁화,승차,2026-07,평일,수,22-23,0
무궁화,승차,2026-07,평일,목,22-23,0
무궁화,승차,2026-07,평일,금,22-23,0
무궁화,승차,2026-07,주말,토,22-23,0
무궁화,승차,2026-07,주말,일,22-23,0
무궁화,승차,2026-07,공휴일,금,22-23,0
무궁화,승차,2026-08,평일,월,22-23,0
무궁화,승차,2026-08,평일,화,22-23,0
무궁화,승차,2026-08,평일,수,22-23,0
무궁화,승차,2026-08,평일,목,22-23,0
무궁화,승차,2026-08,평일,금,22-23,0
무궁화,승차,2026-08,주말,토,22-23,0
무궁화,승차,2026-08,주말,일,22-23,0
무궁화,승차,2026-08,공휴일,월,22-23,0
무궁화,승차,2026-08,공휴일,토,22-23,0
무궁화,승차,2024-01,평일,월,23-24,0
무궁화,승차,2024-01,평일,화,23-24,0
무궁화,승차,2024-01,평일,수,23-24,0
무궁화,승차,2024-01,평일,목,23-24,0
무궁화,승차,2024-01,평일,금,23-24,0
무궁화,승차,2024-01,주말,토,23-24,0
무궁화,승차,2024-01,주말,일,23-24,0
무궁화,승차,2024-01,공휴일,월,23-24,0
무궁화,승차,2024-02,평일,월,23-24,0
무궁화,승차,2024-02,평일,화,23-24,0
무궁화,승차,2024-02,평일,수,23-24,0
무궁화,승차,2024-02,평일,목,23-24,0
무궁화,승차,2024-02,평일,금,23-24,0
무궁화,승차,2024-02,주말,토,23-24,0
무궁화,승차,2024-02,주말,일,23-24,0
무궁화,승차,2024-02,명절대수송,월,23-24,0
무궁화,승차,2024-02,명절대수송,목,23-24,0
무궁화,승차,2024-02,명절대수송,금,23-24,0
무궁화,승차,2024-02,명절대수송,토,23-24,0
무궁화,승차,2024-02,명절대수송,일,23-24,0
무궁화,승차,2024-03,평일,월,23-24,0
무궁화,승차,2024-03,평일,화,23-24,0
무궁화,승차,2024-03,평일,수,23-24,0
무궁화,승차,2024-03,평일,목,23-24,0
무궁화,승차,2024-03,평일,금,23-24,0
무궁화,승차,2024-03,주말,토,23-24,0
무궁화,승차,2024-03,주말,일,23-24,0
무궁화,승차,2024-03,공휴일,금,23-24,0
무궁화,승차,2024-04,평일,월,23-24,0
무궁화,승차,2024-04,평일,화,23-24,0
무궁화,승차,2024-04,평일,수,23-24,0
무궁화,승차,2024-04,평일,목,23-24,0
무궁화,승차,2024-04,평일,금,23-24,0
무궁화,승차,2024-04,주말,토,23-24,0
무궁화,승차,2024-04,주말,일,23-24,0
무궁화,승차,2024-04,공휴일,수,23-24,0
무궁화,승차,2024-05,평일,월,23-24,0
무궁화,승차,2024-05,평일,화,23-24,0
무궁화,승차,2024-05,평일,수,23-24,0
무궁화,승차,2024-05,평일,목,23-24,0
무궁화,승차,2024-05,평일,금,23-24,0
무궁화,승차,2024-05,주말,토,23-24,0
무궁화,승차,2024-05,주말,일,23-24,0
무궁화,승차,2024-05,공휴일,월,23-24,0
무궁화,승차,2024-05,공휴일,수,23-24,0
무궁화,승차,2024-05,공휴일,일,23-24,0
무궁화,승차,2024-06,평일,월,23-24,0
무궁화,승차,2024-06,평일,화,23-24,0
무궁화,승차,2024-06,평일,수,23-24,0
무궁화,승차,2024-06,평일,목,23-24,0
무궁화,승차,2024-06,평일,금,23-24,0
무궁화,승차,2024-06,주말,토,23-24,0
무궁화,승차,2024-06,주말,일,23-24,0
무궁화,승차,2024-06,공휴일,목,23-24,0
무궁화,승차,2024-07,평일,월,23-24,0
무궁화,승차,2024-07,평일,화,23-24,0
무궁화,승차,2024-07,평일,수,23-24,0
무궁화,승차,2024-07,평일,목,23-24,0
무궁화,승차,2024-07,평일,금,23-24,0
무궁화,승차,2024-07,주말,토,23-24,0
무궁화,승차,2024-07,주말,일,23-24,0
무궁화,승차,2024-08,평일,월,23-24,0
무궁화,승차,2024-08,평일,화,23-24,0
무궁화,승차,2024-08,평일,수,23-24,0
무궁화,승차,2024-08,평일,목,23-24,0
무궁화,승차,2024-08,평일,금,23-24,0
무궁화,승차,2024-08,주말,토,23-24,0
무궁화,승차,2024-08,주말,일,23-24,0
무궁화,승차,2024-08,공휴일,목,23-24,0
무궁화,승차,2024-09,평일,월,23-24,0
무궁화,승차,2024-09,평일,화,23-24,0
무궁화,승차,2024-09,평일,수,23-24,0
무궁화,승차,2024-09,평일,목,23-24,0
무궁화,승차,2024-09,평일,금,23-24,0
무궁화,승차,2024-09,주말,토,23-24,0
무궁화,승차,2024-09,주말,일,23-24,0
무궁화,승차,2024-09,명절대수송,월,23-24,0
무궁화,승차,2024-09,명절대수송,화,23-24,0
무궁화,승차,2024-09,명절대수송,수,23-24,0
무궁화,승차,2024-09,명절대수송,금,23-24,0
무궁화,승차,2024-09,명절대수송,토,23-24,0
무궁화,승차,2024-09,명절대수송,일,23-24,0
무궁화,승차,2024-10,평일,월,23-24,0
무궁화,승차,2024-10,평일,화,23-24,0
무궁화,승차,2024-10,평일,수,23-24,0
무궁화,승차,2024-10,평일,목,23-24,0
무궁화,승차,2024-10,평일,금,23-24,0
무궁화,승차,2024-10,주말,토,23-24,0
무궁화,승차,2024-10,주말,일,23-24,0
무궁화,승차,2024-10,공휴일,화,23-24,0
무궁화,승차,2024-10,공휴일,수,23-24,0
무궁화,승차,2024-10,공휴일,목,23-24,0
무궁화,승차,2024-11,평일,월,23-24,0
무궁화,승차,2024-11,평일,화,23-24,0
무궁화,승차,2024-11,평일,수,23-24,0
무궁화,승차,2024-11,평일,목,23-24,0
무궁화,승차,2024-11,평일,금,23-24,0
무궁화,승차,2024-11,주말,토,23-24,0
무궁화,승차,2024-11,주말,일,23-24,0
무궁화,승차,2024-12,평일,월,23-24,0
무궁화,승차,2024-12,평일,화,23-24,0
무궁화,승차,2024-12,평일,수,23-24,0
무궁화,승차,2024-12,평일,목,23-24,0
무궁화,승차,2024-12,평일,금,23-24,0
무궁화,승차,2024-12,주말,토,23-24,0
무궁화,승차,2024-12,주말,일,23-24,0
무궁화,승차,2024-12,공휴일,수,23-24,0
무궁화,승차,2025-01,평일,월,23-24,0
무궁화,승차,2025-01,평일,화,23-24,0
무궁화,승차,2025-01,평일,수,23-24,0
무궁화,승차,2025-01,평일,목,23-24,0
무궁화,승차,2025-01,평일,금,23-24,0
무궁화,승차,2025-01,주말,토,23-24,0
무궁화,승차,2025-01,주말,일,23-24,0
무궁화,승차,2025-01,공휴일,수,23-24,0
무궁화,승차,2025-01,명절대수송,월,23-24,0
무궁화,승차,2025-01,명절대수송,화,23-24,0
무궁화,승차,2025-01,명절대수송,수,23-24,0
무궁화,승차,2025-01,명절대수송,목,23-24,0
무궁화,승차,2025-01,명절대수송,금,23-24,0
무궁화,승차,2025-01,명절대수송,토,23-24,0
무궁화,승차,2025-01,명절대수송,일,23-24,0
무궁화,승차,2025-02,평일,월,23-24,0
무궁화,승차,2025-02,평일,화,23-24,0
무궁화,승차,2025-02,평일,수,23-24,0
무궁화,승차,2025-02,평일,목,23-24,0
무궁화,승차,2025-02,평일,금,23-24,0
무궁화,승차,2025-02,주말,토,23-24,0
무궁화,승차,2025-02,주말,일,23-24,0
무궁화,승차,2025-02,명절대수송,토,23-24,0
무궁화,승차,2025-02,명절대수송,일,23-24,0
무궁화,승차,2025-03,평일,월,23-24,0
무궁화,승차,2025-03,평일,화,23-24,0
무궁화,승차,2025-03,평일,수,23-24,0
무궁화,승차,2025-03,평일,목,23-24,0
무궁화,승차,2025-03,평일,금,23-24,0
무궁화,승차,2025-03,주말,토,23-24,0
무궁화,승차,2025-03,주말,일,23-24,0
무궁화,승차,2025-03,공휴일,월,23-24,0
무궁화,승차,2025-03,공휴일,토,23-24,0
무궁화,승차,2025-04,평일,월,23-24,0
무궁화,승차,2025-04,평일,화,23-24,0
무궁화,승차,2025-04,평일,수,23-24,0
무궁화,승차,2025-04,평일,목,23-24,0
무궁화,승차,2025-04,평일,금,23-24,0
무궁화,승차,2025-04,주말,토,23-24,0
무궁화,승차,2025-04,주말,일,23-24,0
무궁화,승차,2025-05,평일,월,23-24,0
무궁화,승차,2025-05,평일,화,23-24,0
무궁화,승차,2025-05,평일,수,23-24,0
무궁화,승차,2025-05,평일,목,23-24,0
무궁화,승차,2025-05,평일,금,23-24,0
무궁화,승차,2025-05,주말,토,23-24,0
무궁화,승차,2025-05,주말,일,23-24,0
무궁화,승차,2025-05,공휴일,월,23-24,0
무궁화,승차,2025-05,공휴일,화,23-24,0
무궁화,승차,2025-06,평일,월,23-24,0
무궁화,승차,2025-06,평일,화,23-24,0
무궁화,승차,2025-06,평일,수,23-24,0
무궁화,승차,2025-06,평일,목,23-24,0
무궁화,승차,2025-06,평일,금,23-24,0
무궁화,승차,2025-06,주말,토,23-24,0
무궁화,승차,2025-06,주말,일,23-24,0
무궁화,승차,2025-06,공휴일,화,23-24,0
무궁화,승차,2025-06,공휴일,금,23-24,0
무궁화,승차,2025-07,평일,월,23-24,0
무궁화,승차,2025-07,평일,화,23-24,0
무궁화,승차,2025-07,평일,수,23-24,0
무궁화,승차,2025-07,평일,목,23-24,0
무궁화,승차,2025-07,평일,금,23-24,0
무궁화,승차,2025-07,주말,토,23-24,0
무궁화,승차,2025-07,주말,일,23-24,0
무궁화,승차,2025-08,평일,월,23-24,0
무궁화,승차,2025-08,평일,화,23-24,0
무궁화,승차,2025-08,평일,수,23-24,0
무궁화,승차,2025-08,평일,목,23-24,0
무궁화,승차,2025-08,평일,금,23-24,0
무궁화,승차,2025-08,주말,토,23-24,0
무궁화,승차,2025-08,주말,일,23-24,0
무궁화,승차,2025-08,공휴일,금,23-24,0
무궁화,승차,2025-09,평일,월,23-24,0
무궁화,승차,2025-09,평일,화,23-24,0
무궁화,승차,2025-09,평일,수,23-24,0
무궁화,승차,2025-09,평일,목,23-24,0
무궁화,승차,2025-09,평일,금,23-24,0
무궁화,승차,2025-09,주말,토,23-24,0
무궁화,승차,2025-09,주말,일,23-24,0
무궁화,승차,2025-10,평일,월,23-24,0
무궁화,승차,2025-10,평일,화,23-24,0
무궁화,승차,2025-10,평일,수,23-24,0
무궁화,승차,2025-10,평일,목,23-24,0
무궁화,승차,2025-10,평일,금,23-24,0
무궁화,승차,2025-10,주말,토,23-24,0
무궁화,승차,2025-10,주말,일,23-24,0
무궁화,승차,2025-10,명절대수송,월,23-24,0
무궁화,승차,2025-10,명절대수송,화,23-24,0
무궁화,승차,2025-10,명절대수송,수,23-24,0
무궁화,승차,2025-10,명절대수송,목,23-24,0
무궁화,승차,2025-10,명절대수송,금,23-24,0
무궁화,승차,2025-10,명절대수송,토,23-24,0
무궁화,승차,2025-10,명절대수송,일,23-24,0
무궁화,승차,2025-11,평일,월,23-24,0
무궁화,승차,2025-11,평일,화,23-24,0
무궁화,승차,2025-11,평일,수,23-24,0
무궁화,승차,2025-11,평일,목,23-24,0
무궁화,승차,2025-11,평일,금,23-24,0
무궁화,승차,2025-11,주말,토,23-24,0
무궁화,승차,2025-11,주말,일,23-24,0
무궁화,승차,2025-12,평일,월,23-24,0
무궁화,승차,2025-12,평일,화,23-24,0
무궁화,승차,2025-12,평일,수,23-24,0
무궁화,승차,2025-12,평일,목,23-24,0
무궁화,승차,2025-12,평일,금,23-24,0
무궁화,승차,2025-12,주말,토,23-24,0
무궁화,승차,2025-12,주말,일,23-24,0
무궁화,승차,2025-12,공휴일,목,23-24,0
무궁화,승차,2026-01,평일,월,23-24,0
무궁화,승차,2026-01,평일,화,23-24,0
무궁화,승차,2026-01,평일,수,23-24,0
무궁화,승차,2026-01,평일,목,23-24,0
무궁화,승차,2026-01,평일,금,23-24,0
무궁화,승차,2026-01,주말,토,23-24,0
무궁화,승차,2026-01,주말,일,23-24,0
무궁화,승차,2026-01,공휴일,목,23-24,0
무궁화,승차,2026-02,평일,월,23-24,0
무궁화,승차,2026-02,평일,화,23-24,0
무궁화,승차,2026-02,평일,수,23-24,0
무궁화,승차,2026-02,평일,목,23-24,0
무궁화,승차,2026-02,평일,금,23-24,0
무궁화,승차,2026-02,주말,토,23-24,0
무궁화,승차,2026-02,주말,일,23-24,0
무궁화,승차,2026-02,명절대수송,월,23-24,0
무궁화,승차,2026-02,명절대수송,화,23-24,0
무궁화,승차,2026-02,명절대수송,수,23-24,0
무궁화,승차,2026-02,명절대수송,금,23-24,0
무궁화,승차,2026-02,명절대수송,토,23-24,0
무궁화,승차,2026-02,명절대수송,일,23-24,0
무궁화,승차,2026-03,평일,월,23-24,0
무궁화,승차,2026-03,평일,화,23-24,0
무궁화,승차,2026-03,평일,수,23-24,0
무궁화,승차,2026-03,평일,목,23-24,0
무궁화,승차,2026-03,평일,금,23-24,0
무궁화,승차,2026-03,주말,토,23-24,0
무궁화,승차,2026-03,주말,일,23-24,0
무궁화,승차,2026-03,공휴일,월,23-24,0
무궁화,승차,2026-03,공휴일,일,23-24,0
무궁화,승차,2026-04,평일,월,23-24,0
무궁화,승차,2026-04,평일,화,23-24,0
무궁화,승차,2026-04,평일,수,23-24,0
무궁화,승차,2026-04,평일,목,23-24,0
무궁화,승차,2026-04,평일,금,23-24,0
무궁화,승차,2026-04,주말,토,23-24,0
무궁화,승차,2026-04,주말,일,23-24,0
무궁화,승차,2026-05,평일,월,23-24,0
무궁화,승차,2026-05,평일,화,23-24,0
무궁화,승차,2026-05,평일,수,23-24,0
무궁화,승차,2026-05,평일,목,23-24,0
무궁화,승차,2026-05,평일,금,23-24,0
무궁화,승차,2026-05,주말,토,23-24,0
무궁화,승차,2026-05,주말,일,23-24,0
무궁화,승차,2026-05,공휴일,월,23-24,0
무궁화,승차,2026-05,공휴일,화,23-24,0
무궁화,승차,2026-05,공휴일,금,23-24,0
무궁화,승차,2026-06,평일,월,23-24,0
무궁화,승차,2026-06,평일,화,23-24,0
무궁화,승차,2026-06,평일,수,23-24,0
무궁화,승차,2026-06,평일,목,23-24,0
무궁화,승차,2026-06,평일,금,23-24,0
무궁화,승차,2026-06,주말,토,23-24,0
무궁화,승차,2026-06,주말,일,23-24,0
무궁화,승차,2026-06,공휴일,수,23-24,0
무궁화,승차,2026-06,공휴일,토,23-24,0
무궁화,승차,2026-07,평일,월,23-24,0
무궁화,승차,2026-07,평일,화,23-24,0
무궁화,승차,2026-07,평일,수,23-24,0
무궁화,승차,2026-07,평일,목,23-24,0
무궁화,승차,2026-07,평일,금,23-24,0
무궁화,승차,2026-07,주말,토,23-24,0
무궁화,승차,2026-07,주말,일,23-24,0
무궁화,승차,2026-07,공휴일,금,23-24,0
무궁화,승차,2026-08,평일,월,23-24,0
무궁화,승차,2026-08,평일,화,23-24,0
무궁화,승차,2026-08,평일,수,23-24,0
무궁화,승차,2026-08,평일,목,23-24,0
무궁화,승차,2026-08,평일,금,23-24,0
무궁화,승차,2026-08,주말,토,23-24,0
무궁화,승차,2026-08,주말,일,23-24,0
무궁화,승차,2026-08,공휴일,월,23-24,0
무궁화,승차,2026-08,공휴일,토,23-24,0
무궁화,하차,2024-01,평일,월,00-01,0
무궁화,하차,2024-01,평일,화,00-01,0
무궁화,하차,2024-01,평일,수,00-01,0
무궁화,하차,2024-01,평일,목,00-01,0
무궁화,하차,2024-01,평일,금,00-01,0
무궁화,하차,2024-01,주말,토,00-01,0
무궁화,하차,2024-01,주말,일,00-01,0
무궁화,하차,2024-01,공휴일,월,00-01,0
무궁화,하차,2024-02,평일,월,00-01,0
무궁화,하차,2024-02,평일,화,00-01,0
무궁화,하차,2024-02,평일,수,00-01,0
무궁화,하차,2024-02,평일,목,00-01,0
무궁화,하차,2024-02,평일,금,00-01,0
무궁화,하차,2024-02,주말,토,00-01,0
무궁화,하차,2024-02,주말,일,00-01,0
무궁화,하차,2024-02,명절대수송,월,00-01,0
무궁화,하차,2024-02,명절대수송,목,00-01,0
무궁화,하차,2024-02,명절대수송,금,00-01,0
무궁화,하차,2024-02,명절대수송,토,00-01,0
무궁화,하차,2024-02,명절대수송,일,00-01,0
무궁화,하차,2024-03,평일,월,00-01,0
무궁화,하차,2024-03,평일,화,00-01,0
무궁화,하차,2024-03,평일,수,00-01,0
무궁화,하차,2024-03,평일,목,00-01,0
무궁화,하차,2024-03,평일,금,00-01,0
무궁화,하차,2024-03,주말,토,00-01,0
무궁화,하차,2024-03,주말,일,00-01,0
무궁화,하차,2024-03,공휴일,금,00-01,0
무궁화,하차,2024-04,평일,월,00-01,0
무궁화,하차,2024-04,평일,화,00-01,0
무궁화,하차,2024-04,평일,수,00-01,0
무궁화,하차,2024-04,평일,목,00-01,0
무궁화,하차,2024-04,평일,금,00-01,0
무궁화,하차,2024-04,주말,토,00-01,0
무궁화,하차,2024-04,주말,일,00-01,0
무궁화,하차,2024-04,공휴일,수,00-01,0
무궁화,하차,2024-05,평일,월,00-01,0
무궁화,하차,2024-05,평일,화,00-01,0
무궁화,하차,2024-05,평일,수,00-01,0
무궁화,하차,2024-05,평일,목,00-01,0
무궁화,하차,2024-05,평일,금,00-01,0
무궁화,하차,2024-05,주말,토,00-01,0
무궁화,하차,2024-05,주말,일,00-01,0
무궁화,하차,2024-05,공휴일,월,00-01,0
무궁화,하차,2024-05,공휴일,수,00-01,0
무궁화,하차,2024-05,공휴일,일,00-01,0
무궁화,하차,2024-06,평일,월,00-01,0
무궁화,하차,2024-06,평일,화,00-01,0
무궁화,하차,2024-06,평일,수,00-01,0
무궁화,하차,2024-06,평일,목,00-01,0
무궁화,하차,2024-06,평일,금,00-01,0
무궁화,하차,2024-06,주말,토,00-01,0
무궁화,하차,2024-06,주말,일,00-01,0
무궁화,하차,2024-06,공휴일,목,00-01,0
무궁화,하차,2024-07,평일,월,00-01,0
무궁화,하차,2024-07,평일,화,00-01,0
무궁화,하차,2024-07,평일,수,00-01,0
무궁화,하차,2024-07,평일,목,00-01,0
무궁화,하차,2024-07,평일,금,00-01,0
무궁화,하차,2024-07,주말,토,00-01,0
무궁화,하차,2024-07,주말,일,00-01,0
무궁화,하차,2024-08,평일,월,00-01,0
무궁화,하차,2024-08,평일,화,00-01,0
무궁화,하차,2024-08,평일,수,00-01,0
무궁화,하차,2024-08,평일,목,00-01,0
무궁화,하차,2024-08,평일,금,00-01,0
무궁화,하차,2024-08,주말,토,00-01,0
무궁화,하차,2024-08,주말,일,00-01,0
무궁화,하차,2024-08,공휴일,목,00-01,0
무궁화,하차,2024-09,평일,월,00-01,0
무궁화,하차,2024-09,평일,화,00-01,0
무궁화,하차,2024-09,평일,수,00-01,0
무궁화,하차,2024-09,평일,목,00-01,0
무궁화,하차,2024-09,평일,금,00-01,0
무궁화,하차,2024-09,주말,토,00-01,0
무궁화,하차,2024-09,주말,일,00-01,0
무궁화,하차,2024-09,명절대수송,월,00-01,0
무궁화,하차,2024-09,명절대수송,화,00-01,0
무궁화,하차,2024-09,명절대수송,수,00-01,0
무궁화,하차,2024-09,명절대수송,금,00-01,0
무궁화,하차,2024-09,명절대수송,토,00-01,0
무궁화,하차,2024-09,명절대수송,일,00-01,0
무궁화,하차,2024-10,평일,월,00-01,0
무궁화,하차,2024-10,평일,화,00-01,0
무궁화,하차,2024-10,평일,수,00-01,0
무궁화,하차,2024-10,평일,목,00-01,0
무궁화,하차,2024-10,평일,금,00-01,0
무궁화,하차,2024-10,주말,토,00-01,0
무궁화,하차,2024-10,주말,일,00-01,0
무궁화,하차,2024-10,공휴일,화,00-01,0
무궁화,하차,2024-10,공휴일,수,00-01,0
무궁화,하차,2024-10,공휴일,목,00-01,0
무궁화,하차,2024-11,평일,월,00-01,0
무궁화,하차,2024-11,평일,화,00-01,0
무궁화,하차,2024-11,평일,수,00-01,0
무궁화,하차,2024-11,평일,목,00-01,0
무궁화,하차,2024-11,평일,금,00-01,0
무궁화,하차,2024-11,주말,토,00-01,0
무궁화,하차,2024-11,주말,일,00-01,0
무궁화,하차,2024-12,평일,월,00-01,0
무궁화,하차,2024-12,평일,화,00-01,0
무궁화,하차,2024-12,평일,수,00-01,0
무궁화,하차,2024-12,평일,목,00-01,0
무궁화,하차,2024-12,평일,금,00-01,0
무궁화,하차,2024-12,주말,토,00-01,0
무궁화,하차,2024-12,주말,일,00-01,0
무궁화,하차,2024-12,공휴일,수,00-01,0
무궁화,하차,2025-01,평일,월,00-01,0
무궁화,하차,2025-01,평일,화,00-01,0
무궁화,하차,2025-01,평일,수,00-01,0
무궁화,하차,2025-01,평일,목,00-01,0
무궁화,하차,2025-01,평일,금,00-01,0
무궁화,하차,2025-01,주말,토,00-01,0
무궁화,하차,2025-01,주말,일,00-01,0
무궁화,하차,2025-01,공휴일,수,00-01,0
무궁화,하차,2025-01,명절대수송,월,00-01,0
무궁화,하차,2025-01,명절대수송,화,00-01,0
무궁화,하차,2025-01,명절대수송,수,00-01,0
무궁화,하차,2025-01,명절대수송,목,00-01,0
무궁화,하차,2025-01,명절대수송,금,00-01,0
무궁화,하차,2025-01,명절대수송,토,00-01,0
무궁화,하차,2025-01,명절대수송,일,00-01,0
무궁화,하차,2025-02,평일,월,00-01,0
무궁화,하차,2025-02,평일,화,00-01,0
무궁화,하차,2025-02,평일,수,00-01,0
무궁화,하차,2025-02,평일,목,00-01,0
무궁화,하차,2025-02,평일,금,00-01,0
무궁화,하차,2025-02,주말,토,00-01,0
무궁화,하차,2025-02,주말,일,00-01,0
무궁화,하차,2025-02,명절대수송,토,00-01,0
무궁화,하차,2025-02,명절대수송,일,00-01,0
무궁화,하차,2025-03,평일,월,00-01,0
무궁화,하차,2025-03,평일,화,00-01,0
무궁화,하차,2025-03,평일,수,00-01,0
무궁화,하차,2025-03,평일,목,00-01,0
무궁화,하차,2025-03,평일,금,00-01,0
무궁화,하차,2025-03,주말,토,00-01,0
무궁화,하차,2025-03,주말,일,00-01,0
무궁화,하차,2025-03,공휴일,월,00-01,0
무궁화,하차,2025-03,공휴일,토,00-01,0
무궁화,하차,2025-04,평일,월,00-01,0
무궁화,하차,2025-04,평일,화,00-01,0
무궁화,하차,2025-04,평일,수,00-01,0
무궁화,하차,2025-04,평일,목,00-01,0
무궁화,하차,2025-04,평일,금,00-01,0
무궁화,하차,2025-04,주말,토,00-01,0
무궁화,하차,2025-04,주말,일,00-01,0
무궁화,하차,2025-05,평일,월,00-01,0
무궁화,하차,2025-05,평일,화,00-01,0
무궁화,하차,2025-05,평일,수,00-01,0
무궁화,하차,2025-05,평일,목,00-01,0
무궁화,하차,2025-05,평일,금,00-01,0
무궁화,하차,2025-05,주말,토,00-01,0
무궁화,하차,2025-05,주말,일,00-01,0
무궁화,하차,2025-05,공휴일,월,00-01,0
무궁화,하차,2025-05,공휴일,화,00-01,0
무궁화,하차,2025-06,평일,월,00-01,0
무궁화,하차,2025-06,평일,화,00-01,0
무궁화,하차,2025-06,평일,수,00-01,0
무궁화,하차,2025-06,평일,목,00-01,0
무궁화,하차,2025-06,평일,금,00-01,0
무궁화,하차,2025-06,주말,토,00-01,0
무궁화,하차,2025-06,주말,일,00-01,0
무궁화,하차,2025-06,공휴일,화,00-01,0
무궁화,하차,2025-06,공휴일,금,00-01,0
무궁화,하차,2025-07,평일,월,00-01,0
무궁화,하차,2025-07,평일,화,00-01,0
무궁화,하차,2025-07,평일,수,00-01,0
무궁화,하차,2025-07,평일,목,00-01,0
무궁화,하차,2025-07,평일,금,00-01,0
무궁화,하차,2025-07,주말,토,00-01,0
무궁화,하차,2025-07,주말,일,00-01,0
무궁화,하차,2025-08,평일,월,00-01,0
무궁화,하차,2025-08,평일,화,00-01,0
무궁화,하차,2025-08,평일,수,00-01,0
무궁화,하차,2025-08,평일,목,00-01,0
무궁화,하차,2025-08,평일,금,00-01,0
무궁화,하차,2025-08,주말,토,00-01,0
무궁화,하차,2025-08,주말,일,00-01,0
무궁화,하차,2025-08,공휴일,금,00-01,0
무궁화,하차,2025-09,평일,월,00-01,0
무궁화,하차,2025-09,평일,화,00-01,0
무궁화,하차,2025-09,평일,수,00-01,0
무궁화,하차,2025-09,평일,목,00-01,0
무궁화,하차,2025-09,평일,금,00-01,0
무궁화,하차,2025-09,주말,토,00-01,0
무궁화,하차,2025-09,주말,일,00-01,0
무궁화,하차,2025-10,평일,월,00-01,0
무궁화,하차,2025-10,평일,화,00-01,0
무궁화,하차,2025-10,평일,수,00-01,0
무궁화,하차,2025-10,평일,목,00-01,0
무궁화,하차,2025-10,평일,금,00-01,0
무궁화,하차,2025-10,주말,토,00-01,0
무궁화,하차,2025-10,주말,일,00-01,0
무궁화,하차,2025-10,명절대수송,월,00-01,0
무궁화,하차,2025-10,명절대수송,화,00-01,0
무궁화,하차,2025-10,명절대수송,수,00-01,0
무궁화,하차,2025-10,명절대수송,목,00-01,0
무궁화,하차,2025-10,명절대수송,금,00-01,0
무궁화,하차,2025-10,명절대수송,토,00-01,0
무궁화,하차,2025-10,명절대수송,일,00-01,0
무궁화,하차,2025-11,평일,월,00-01,0
무궁화,하차,2025-11,평일,화,00-01,0
무궁화,하차,2025-11,평일,수,00-01,0
무궁화,하차,2025-11,평일,목,00-01,0
무궁화,하차,2025-11,평일,금,00-01,0
무궁화,하차,2025-11,주말,토,00-01,0
무궁화,하차,2025-11,주말,일,00-01,0
무궁화,하차,2025-12,평일,월,00-01,0
무궁화,하차,2025-12,평일,화,00-01,0
무궁화,하차,2025-12,평일,수,00-01,0
무궁화,하차,2025-12,평일,목,00-01,0
무궁화,하차,2025-12,평일,금,00-01,0
무궁화,하차,2025-12,주말,토,00-01,0
무궁화,하차,2025-12,주말,일,00-01,0
